解雇	to fire; to dismiss; to lay off	jiě gù	他 因为 工作 不 努力 被 解雇 了 。	tā yīnwèi gōngzuò bù nǔlì bèi jiěgù le.	He was fired because he didn't work hard.
无关	to be unrelated; to have nothing to do with	wú guān	这 件 事 与 你 无关 。	zhè jiàn shì yǔ nǐ wúguān.	This matter has nothing to do with you.
时光	time; era; period of time	shí guāng	我 喜欢 和 朋友 在 一起 的 时光 。	wǒ xǐhuan hé péngyou zài yīqǐ de shíguāng.	I like the time spent with friends.
记者	reporter; journalist	jì zhě	那 位 记者 问 了 我 很 多 问题 。	nà wèi jìzhě wèn le wǒ hěn duō wèntí.	That reporter asked me many questions.
尽快	as quickly as possible	jǐn kuài	请 你 尽快 完成 这 个 工作 。	qǐng nǐ jǐnkuài wánchéng zhè ge gōngzuò.	Please complete this work as quickly as possible.
价值	value; worth	jià zhí	这 张 桌子 很 有 价值 。	zhè zhāng zhuōzi hěn yǒu jiàzhí.	This table is very valuable.
仔细	careful; attentive; cautious	zǐ xì	请 你 仔细 看 这 个 。	qǐng nǐ zǐxì kàn zhè ge.	Please look at this carefully.
巧克力	chocolate	qiǎo kè lì	这 个 巧克力 甜 不 甜 ？	zhè ge qiǎokèlì tián bu tián?	Is this chocolate sweet?
女生	schoolgirl; young woman	nǚ shēng	那 个 女生 上 哪 个 学校 ？	nà ge nǚshēng shàng nǎ ge xuéxiào?	What school does that girl go to?
挑	to choose; to pick; to select	tiāo	你 可以 挑 一 个 你 喜欢 的 。	nǐ kěyǐ tiāo yī gè nǐ xǐhuan de.	You can pick one that you like.
辣	spicy; hot	là	这 个 菜 太 辣 了 ！	zhè ge cài tài là le!	This dish is too spicy!
互相	mutually; each other	hù xiāng	同学 们 要 互相 帮助 。	tóngxuémen yào hùxiāng bāngzhù.	Classmates need to help each other.
切	to cut; to slice	qiē	我 可以 帮 你 切 水果 。	wǒ kěyǐ bāng nǐ qiē shuǐguǒ.	I can help you cut the fruit.
招	to recruit; to beckon; to attract	zhāo	这 家 商店 要 招 人 。	zhè jiā shāngdiàn yào zhāo rén.	This store wants to hire people.
炸	to deep-fry; to explode	zhá	我 喜欢 吃 炸 的 。	wǒ xǐhuan chī zhá de.	I like to eat fried things.
墙	wall	qiáng	这 个 房间 的 墙 是 白色 的 。	zhè ge fángjiān de qiáng shì báisè de.	The walls of this room are white.
流	to flow; to spread; to circulate	liú	河水 向 东 流 。	héshuǐ xiàng dōng liú.	The river flows eastward.
厕所	toilet; lavatory	cè suǒ	请问 ， 厕所 在 哪里 ？	qǐngwèn, cèsuǒ zài nǎli?	Excuse me, where is the toilet?
无辜	innocent	wú gū	他 是 无辜 的 ， 不 要 说 他 。	tā shì wúgū de, bùyào shuō tā.	He is innocent; don't speak ill of him.
彻底	thorough; complete	chè dǐ	我 要 把 这 件 事 弄 清楚 。	wǒ yào bǎ zhè jiàn shì nòng qīngchu.	I want to get to the bottom of this matter thoroughly.
搭	to put up; to build; to take (a bus, etc.)	dā	我 明天 要 搭 飞机 去 北京 。	wǒ míngtiān yào dā fēijī qù Běijīng.	I will take a plane to Beijing tomorrow.
权	authority; power; right	quán	我 没有 权 这样 做 。	wǒ méiyǒu quán zhèyàng zuò.	I don't have the authority to do this.
翻	to turn over; to flip over; to translate	fān	他 翻 了 个 身 ， 继续 睡觉 。	tā fān le gè shēn, jìxù shuìjiào.	He turned over and continued to sleep.
摆	to put; to place; to arrange	bǎi	请 你 把 书 摆 在 桌子 上 。	qǐng nǐ bǎ shū bǎi zài zhuōzi shàng.	Please place the books on the table.
过程	process; course of events	guò chéng	这 是 一 个 很 长 的 过程 。	zhè shì yī gè hěn cháng de guòchéng.	This is a very long process.
申请	to apply for; application	shēn qǐng	我 打算 申请 去 中国 学习 。	wǒ dǎsuàn shēnqǐng qù Zhōngguó xuéxí.	I plan to apply to study in China.
手上	in hand; on hand	shǒu shang	你 手上 有 什么 ？	nǐ shǒushang yǒu shénme?	What do you have in your hand?
烤	to bake; to roast; to toast	kǎo	我 喜欢 吃 烤 鱼 。	wǒ xǐhuan chī kǎo yú.	I like to eat roasted fish.
请求	request; to ask; to request	qǐng qiú	我 有 一 个 请求 。	wǒ yǒu yī gè qǐngqiú.	I have a request.
某些	some; certain (things)	mǒu xiē	我 只 喜欢 某些 水果 。	wǒ zhǐ xǐhuan mǒuxiē shuǐguǒ.	I only like certain fruits.
人民	the people	rén mín	这 个 国家 的 人民 很 友好 。	zhè ge guójiā de rénmín hěn yǒuhǎo.	This country's people are very friendly.
恐惧	fear; dread; phobia	kǒng jù	战争 让 人们 很 恐惧 。	zhànzhēng ràng rénmen hěn kǒngjù.	War makes people very fearful.
谈论	to discuss; to talk about	tán lùn	大家 可以 自由 谈论。	dàjiā kěyǐ zìyóu tánlùn.	Everyone can discuss freely.
命运	fate; destiny	mìng yùn	每 个 人 都 有 自己 的 命运 。	měi gè rén dōu yǒu zìjǐ de mìngyùn.	Everyone has their own destiny.
小组	group; small group	xiǎo zǔ	我们 可以 分成 几 个 小组 来 学习 。	wǒmen kěyǐ fēnchéng jǐ ge xiǎozǔ lái xuéxí.	We can divide into small groups to study.
引起	to give rise to; to lead to; to cause	yǐn qǐ	这 件 事 引起 了 很 多 人 的 讨论 。	zhè jiàn shì yǐnqǐ le hěn duō rén de tǎolùn.	This matter has caused a lot of discussion.
发展	to develop; development	fā zhǎn	这 个 城市 发展 得 很 快 。	zhè ge chéngshì fāzhǎn de hěn kuài.	This city is developing very quickly.
惊讶	surprised; astonished	jīng yà	他 的 话 让 我 很 惊讶 。	tā de huà ràng wǒ hěn jīngyà.	His words surprised me.
毕业	to graduate	bì yè	我 明年 大学 毕业 。	wǒ míngnián dàxué bìyè.	I graduate from university next year.
黑暗	dark; darkness	hēi àn	这 个 房间 很 黑暗 ， 开 灯 吧 。	zhè ge fángjiān hěn hēi'àn, kāi dēng ba.	This room is very dark; turn on the light.
事业	career; undertaking	shì yè	他 的 事业 很 成功 。	tā de shìyè hěn chénggōng.	His career is very successful.
稍	a little; slightly; somewhat	shāo	请 你 稍 等 。	qǐng nǐ shāo děng.	Please wait a moment.
仅	only; merely; barely	jǐn	我们 仅 剩下 一 天 时间 。	wǒmen jǐn shèngxià yī tiān shíjiān.	We only have one day left.
不可思议	unimaginable; incredible	bù kě sī yì	这 件 事 真 让 人 不可思议 ！	zhè jiàn shì zhēn ràng rén bùkěsīyì!	This matter is truly unimaginable!
结	knot; to tie; to form (a bond, etc.)	jié	请 你 帮 我 结 一下 。	qǐng nǐ bāng wǒ jié yīxià.	Please help me tie this.
正式	formal; official	zhèng shì	这 是 一 个 正式 的 会议 。	zhè shì yī gè zhèngshì de huìyì.	This is a formal meeting.
特殊	special; particular; unusual	tè shū	这 是 一 个 很 特殊 的 情况 。	zhè shì yī gè hěn tèshū de qíngkuàng.	This is a very special situation.
扯	to pull; to tear; to chat	chě	不要 扯 我 的 衣服 ！	bùyào chě wǒ de yīfu!	Don't pull my clothes!
专业	specialty; profession; major (in college)	zhuān yè	你 学 什么 专业 ？	nǐ xué shénme zhuānyè?	What's your major?
老实	honest; frank; well-behaved	lǎo shi	他 很 老实 ， 不会 说谎 。	tā hěn lǎoshi, bùhuì shuōhuǎng.	He is very honest and won't lie.
吸引	to attract; to draw (interest, etc.)	xī yǐn	这 个 电影 很 吸引 我 。	zhè ge diànyǐng hěn xīyǐn wǒ.	This movie really attracts me.
年代	decade; age; era	nián dài	那 是 一 个 不同 的 年代 。	nà shì yī gè bùtóng de niándài.	That was a different era.
以来	since (a previous time)	yǐ lái	我 来 中国 以来 ， 认识 了 很 多 朋友 。	wǒ lái Zhōngguó yǐlái, rènshi le hěn duō péngyou.	Since I came to China, I have met many friends.
心情	mood; frame of mind	xīn qíng	我 今天 心情 很 好 。	wǒ jīntiān xīnqíng hěn hǎo.	I am in a good mood today.
呐	(particle equivalent to 啊 after a vowel)	na	你 在 看 什么 呐 ？	nǐ zài kàn shénme na?	What are you looking at?
报	newspaper; report; to report	bào	今天 的 报 来 了 吗 ？	jīntiān de bào lái le ma?	Has today's newspaper arrived?
屋子	room; house	wū zi	他 住 在 山上 的 小 屋子 里 。	tā zhù zài shānshang de xiǎo wūzi lǐ.	He lives in a small house on the mountain.
制造	to make; to manufacture	zhì zào	这 个 手机 是 中国 制造 的 。	zhè ge shǒujī shì Zhōngguó zhìzào de.	This phone is made in China.
全都	all; without exception	quán dōu	这 些 水果 全都 很 好吃 。	zhè xiē shuǐguǒ quándōu hěn hǎochī.	All of these fruits are delicious.
打赌	to bet; to make a bet	dǎ dǔ	我 和 你 打赌 ， 他 一定 会 来 。	wǒ hé nǐ dǎdǔ, tā yīdìng huì lái.	I bet you he will definitely come.
退	to retreat; to decline; to move back; to return	tuì	请 你 往 后 退 一步 。	qǐng nǐ wǎng hòu tuì yībù.	Please take a step back.
镇	town; to press down; to calm	zhèn	这 个 小 镇 很 安静 。	zhè ge xiǎo zhèn hěn ānjìng.	This small town is very quiet.
奖励	prize; award; reward	jiǎng lì	他 考试 考 得 好 ， 得到 了 奖励 。	tā kǎoshì kǎo de hǎo, dédào le jiǎnglì.	He did well on the exam and received a reward.
冰	ice	bīng	我 的 水 要 加 冰 。	wǒ de shuǐ yào jiā bīng.	I want ice added to my water.
戒指	ring (for a finger)	jiè zhi	这 个 戒指 很 漂亮 。	zhè ge jièzhi hěn piàoliang.	This ring is very beautiful.
回头	to turn one's head; later; to repent	huí tóu	我 现在 很 忙 ， 回头 再 说 。	wǒ xiànzài hěn máng, huítóu zài shuō.	I'm busy now; I'll talk to you later.
洞	cave; hole	dòng	墙 上 有 一 个 洞 。	qiáng shàng yǒu yī gè dòng.	There is a hole in the wall.
祝贺	to congratulate	zhù hè	祝贺 你 ！	zhùhè nǐ!	Congratulations!
条件	condition; requirement; term	tiáo jiàn	参加 比赛 的 条件 是 年 满 十八 岁 。	cānjiā bǐsài de tiáojiàn shì nián mǎn shíbā suì.	The condition for participating in the competition is to be at least 18 years old.
假若	if (formal)	jiǎ ruò	假若 你 不 同意 ， 请 告诉 我 。	jiǎruò nǐ bù tóngyì, qǐng gàosu wǒ.	If you disagree, please tell me.
作品	work (of literature or art)	zuò pǐn	这 是 一 个 很 好 的 作品 。	zhè shì yī gè hěn hǎo de zuòpǐn.	This is a very good work.
档案	file; record; archive	dàng àn	大学 入学 档案 必须 包括 学生 的 个 人 信息 。	dàxué rùxué dàng'àn bìxū bāokuò xuésheng de gèrén xìnxī.	University admission files must include the student's personal information.
千万	by all means; absolutely must	qiān wàn	你 千万 不要 忘记 我 。	nǐ qiānwàn bùyào wàngjì wǒ.	You must absolutely not forget me.
去世	to pass away; to die	qù shì	他 的 奶奶 去年 去世 了 。	tā de nǎinai qùnián qùshì le.	His grandmother passed away last year.
靠近	to approach; to draw near; to get close to	kào jìn	大家 靠 过来 一点 ， 拍照 了 ！	dàjiā kào guòlái yīdiǎn, pāizhào le!	Everyone, come a little closer; it's time to take a picture!
规则	rule, regulation	guī zé	这个 游戏 规则 很 多 。	zhège yóuxì guīzé hěn duō.	This game has a lot of rules.
付出	to pay; to expend	fù chū	他 为 工作 付出 了 很 多 时间 。	tā wèi gōngzuò fùchū le hěn duō shíjiān.	He spent a lot of time on his work.
协议	agreement; pact	xié yì	两 个 公司 达成 了 协议 。	liǎng gè gōngsī dáchéng le xiéyì.	The two companies reached an agreement.
电	electricity	diàn	停电 了 ， 房间 里 很 黑 。	tíngdiàn le, fángjiān lǐ hěn hēi.	The power is out, and the room is very dark.
搜查	to search	sōu chá	警察 正在 搜查 房间 。	jǐngchá zhèngzài sōuchá fángjiān.	The police are searching the room.
产生	to produce	chǎn shēng	讨论 产生 了 新 的 想法 。	tǎolùn chǎnshēng le xīn de xiǎngfǎ.	The discussion produced new ideas.
布	cloth	bù	这 件 衣服 是 什么 布 ？	zhè jiàn yīfu shì shénme bù?	What kind of cloth is this piece of clothing made from?
时代	era; age	shí dài	这 是 一 个 新 的 时代 。	zhè shì yī gè xīn de shídài.	This is a new era.
接触	to come into contact with	jiē chù	医生 工作 时 会 接触 病人 。	yīshēng gōngzuò shí huì jiēchù bìngrén.	Doctors come into contact with sick people when they work.
卡车	truck	kǎ chē	那 辆 红色 的 卡车 很 大 。	nà liàng hóngsè de kǎchē hěn dà.	That red truck is very big.
抢劫	to rob	qiǎng jié	那里 发生 了 抢劫 。	nàlǐ fāshēng le qiǎngjié.	A robbery occurred there.
碰到	to run into	pèng dào	我 在 路上 碰到 了 老 同学 。	wǒ zài lùshang pèngdào le lǎo tóngxué.	I ran into an old classmate on the road.
规矩	rules; customs	guī ju	每 个 家庭 都 有 自己 的 规矩 。	měi ge jiā tíng dōu yǒu zì jǐ de guī ju .	Every family has its own rules.
之中	in; among; in the middle of	zhī zhōng	他 在 人群 之中 。	tā zài rén qún zhī zhōng .	He is in the crowd.
逃跑	to escape; to flee	táo pǎo	那 个 男人 看到 警察 就 逃跑 了 。	nà ge nán rén kàn dào jǐng chá jiù táo pǎo le .	That man saw the police and fled.
部门	department; branch	bù mén	他 在 公司 的 哪 个 部门 工作 ？	tā zài gōng sī de nǎ ge bù mén gōng zuò ?	Which department of the company does he work in?
基本	basic; fundamental	jī běn	我 只 会 说 基本 的 汉语 。	wǒ zhǐ huì shuō jī běn de hàn yǔ .	I can only speak basic Chinese.
控	to control	kòng	你 要 学会 控制 自己 的 情绪 。	nǐ yào xué huì kòng zhì zì jǐ de qíng xù .	You need to learn to control your emotions.
分析	to analyze; analysis	fēn xī	你 可以 帮 我 分析 一下 这 个 问题 吗 ？	nǐ kě yǐ bāng wǒ fēn xī yī xià zhè ge wèn tí ma ?	Can you help me analyze this problem?
代价	price; cost	dài jià	成功 的 代价 是 努力 工作 。	chéng gōng de dài jià shì nǔ lì gōng zuò .	The price of success is hard work.
地区	area; region	dì qū	这 个 地区 的 天气 很 冷 。	zhè ge dì qū de tiān qì hěn lěng .	The weather in this area is very cold.
背叛	to betray	bèi pàn	他 为什么 会 背叛 朋友 ？	tā wèi shén me huì bèi pàn péng you ?	Why would he betray his friend?
趟	(measure word for trips)	tàng	我 去 了 一 趟 商店 。	wǒ qù le yī tàng shāng diàn .	I went to the store.
天堂	paradise; heaven	tiān táng	人们 说 这 个 地方 美丽 得 像 天堂 一样 。	rén men shuō zhè ge dì fang měi lì de xiàng tiān táng yī yàng .	People say this place is as beautiful as heaven.
拍摄	to film; to shoot (a photo)	pāi shè	他 喜欢 拍摄 电影 。	tā xǐ huan pāi shè diàn yǐng .	He likes to shoot movies.
导致	to lead to; to cause	dǎo zhì	这 场 大雨 导致 了 交通 问题 。	zhè chǎng dàyǔ dǎozhì le jiāotōng wèntí .	This heavy rain caused traffic problems.
对待	to treat; to handle	duì dài	我们 应该 友好 地 对待 别人 。	wǒmen yīnggāi yǒuhǎo de duìdài biérén .	We should treat others kindly.
主人	master; owner; host	zhǔ rén	那 只 小 狗 正在 等 它 的 主人 。	nà zhī xiǎogǒu zhèngzài děng tā de zhǔrén .	That little dog is waiting for its owner.
释放	to release; to set free	shì fàng	他 从 监狱 被 释放 了 。	tā cóng jiānyù bèi shìfàng le .	He was released from prison.
困	trapped; sleepy	kùn	昨天 晚上 我 很 困， 很早就 睡觉了。	zuótiān wǎnshang wǒ hěn kùn, hěn zǎo jiù shuìjiào le.	Last night I was very tired, and I went to sleep early.
大街	main street	dà jiē	那 条 大街 上 有 很 多 人 。	nà tiáo dàjiē shang yǒu hěn duō rén .	There are many people on that main street.
箱子	box; case; trunk	xiāng zi	我 的 衣服 都 在 这 个 大 箱子 里 。	wǒ de yīfu dōu zài zhè ge dà xiāngzi lǐ .	My clothes are all in this big box.
由于	due to; because of	yóu yú	由于 他 的 努力 ， 项目 成功 了 。	yóuyú tā de nǔlì, xiàngmù chénggōng le .	Due to his hard work, the project succeeded.
宣布	to declare; to announce	xuān bù	总统 宣布 了 一 个 新 的 计划 。	zǒngtǒng xuānbù le yī gè xīn de jìhuà .	The president announced a new plan.
执行	to implement; to carry out	zhí xíng	我们 需要 执行 这 个 计划 。	wǒmen xūyào zhíxíng zhè ge jìhuà .	We need to implement this plan.
